person,education_order,school,degree
jack_dangermond,2,Harvard University,Master of Science
jack_dangermond,3,University of Minnesota,Master of Science
jack_dorsey,1,New York University,Drop Out
jacqueline_mars,1,Bryn Mawr College,Bachelor of Arts/Science
jahm_najafi,1,University of California Berkeley,Bachelor of Arts/Economics
james_chambers,1,Bard College,Bachelor of Arts/Science
james_chao,1,Massachusetts Institue of Technology,Bachelor of Arts/Science
james_clark,1,University of New Orleans,Bachelor of Arts/Science
james_clark,2,University of New Orleans,Master of Science
james_clark,3,University of Utah,Ph.D
james_dinan,1,Harvard University,Master of Business Administration
james_dinan,2,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
james_france,1,Florida Southern College,Bachelor of Arts/Science
james_goodnight,1,North Carolina State University,Bachelor of Arts/Science
james_goodnight,2,North Carolina State University,Doctorate
james_goodnight,3,North Carolina State University,Master of Science
james_jannard,1,University of Southern California,Drop Out
james_leininger,1,Indiana University,Bachelor of Arts/Science
james_leininger,2,Indiana University,Medical Doctor
james_scapa,1,Columbia University,Bachelor of Arts/Science
james_scapa,2,University of Michigan,Master of Business Administration
james_tisch,1,Cornell University,Bachelor of Arts/Science
james_tisch,2,The Wharton School at the University of Pennsylvania,Master of Business Administration
james_truchard,1,The University of Texas at Austin,Doctorate
jamie_dimon,1,Harvard Business School,Master of Business Administration
jan_koum,1,San Jose State University,Drop Out
jane_goldman,1,Manhattanville College,Bachelor of Arts/Science
jane_lauder,1,Stanford University,Bachelor of Arts/Science
janice_mcnair,1,Columbia College,Bachelor of Arts/Science
jared_smith,1,London School of Economics,Bachelor of Science
jason_murray,1,Weber State University,Bachelor of Arts
jason_murray,2,Weber State University,Master
jay_chaudhry,1,"Indian Institute of Technology, BHU",Bachelor of Technology
jay_paul,1,Boston University,Bachelor of Arts/Science
jay_robert_pritzker,1,Duke University,Bachelor of Arts/Science
jay_robert_pritzker,2,Northwestern University,Doctor of Jurisprudence
jayshree_ullal,1,San Francisco State University,Bachelor of Arts/Science
jayshree_ullal,2,Santa Clara University,Master of Science
jean_gigi_pritzker,1,Stanford University,Bachelor of Arts/Science
jean_marc_chapus,1,Harvard University,Bachelor of Arts/Science
jean_marc_chapus,2,Harvard University,Master of Business Administration
jeff_bezos,1,Princeton University,Bachelor of Arts/Science
jeff_greene,1,Harvard University,Master of Business Administration
jeff_greene,2,Johns Hopkins University,Bachelor of Arts/Science
jeff_lawson,1,University of Michigan,Bachelor of Arts/Science
jeff_rothschild,1,Vanderbilt University,Bachelor of Arts/Science
jeff_rothschild,2,Vanderbilt University,Master of Science
jeff_skoll,1,Stanford Graduate School of Business,Master of Business Administration
jeff_skoll,2,University of Toronto,Bachelor of Arts/Science
jeff_sprecher,1,Pepperdine University,Master of Business Administration
jeff_sprecher,2,University of Wisconsin,Bachelor of Science
jeff_sutton,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
jeff_t_green,1,University of Southern California,Bachelor of Arts/Science
jeff_tangney,1,Stanford Graduate School of Business,Master of Business Administration
jeff_tangney,2,University of Wisconsin Madison,Bachelor of Science
jeff_yass,1,SUNY Binghamton,Bachelor of Science
jeffrey_gundlach,1,Dartmouth College,Bachelor of Arts/Science
jeffrey_hildebrand,1,The University of Texas at Austin,Bachelor of Arts/Science
jeffrey_hildebrand,2,The University of Texas at Austin,Master of Science
jeffrey_lorberbaum,1,University of Denver,Bachelor of Arts/Science
jeffrey_lurie,1,Brandeis University,Doctorate
jeffrey_lurie,2,Clark University,Bachelor of Arts/Science
jeffrey_soffer,1,University of Miami,Drop Out
jeffrey_talpins,1,Yale University,Bachelor of Arts/Science
jennifer_pritzker,1,Loyola University Illinois,Bachelor of Arts/Science
jennifer_steinbrenner_swindal,1,The University of North Carolina at Chapel Hill,
jensen_huang,1,Oregon State University,Bachelor of Science in Engineering
jensen_huang,2,Stanford University,Master of Science in Engineering
jeremy_jacobs_sr,1,SUNY Buffalo,Bachelor of Arts/Science
jerry_jones,1,University of Arkansas,Bachelor of Arts/Science
jerry_jones,2,University of Arkansas,Master of Arts
jerry_reinsdorf,1,George Washington University,Bachelor of Arts/Science
jerry_reinsdorf,2,Northwestern University,Law Degree
jerry_seinfield,1,City University of New York Queens,Bachelor of Arts/Science
jerry_speyer,1,Columbia Business School,Master of Business Administration
jerry_speyer,2,Columbia University,Bachelor of Arts/Science
jerry_yang,1,Stanford University,Bachelor of Arts/Science
jerry_yang,2,Stanford University,Master of Science
jessica_steinbrenner,1,Sweet Briar College,
jim_breyer,1,Harvard Business School,Master of Business Administration
jim_breyer,2,Stanford University,Bachelor of Arts/Science
jim_coulter,1,Dartmouth College,Bachelor of Arts/Science
jim_coulter,2,Stanford University,Master of Business Administration
jim_crane,1,Central Missouri State University,Bachelor of Arts/Science
jim_davis,1,Middlebury College,Bachelor of Arts/Science
jim_davis_2,1,Villanova University,Bachelor of Arts/Science
jim_kavanaugh,1,St. Louis University,Bachelor of Arts/Science
jim_kennedy,1,University of Denver,Bachelor of Arts/Science
jim_koch,1,Harvard University,Bachelor of Arts/Science
jim_koch,2,Harvard University,Doctor of Jurisprudence
jim_koch,3,Harvard University,Master of Business Administration
jim_mckelvey,1,Washington University in St. Louis,Bachelor of Arts/Economics
jim_mckelvey,2,Washington University in St. Louis,Bachelor of Science
jim_walton,1,University of Arkansas,Bachelor of Arts/Science
jimmy_haslam,1,University of Tennessee Knoxville,Bachelor of Arts/Science
jimmy_john_liautaud,1,High School,High School Graduate
jimmy_rane,1,Auburn University,Bachelor of Arts/Science
jimmy_rane,2,Samford University,Doctor of Jurisprudence
joe_agresti,1,Rutgers University,Bachelor of Science
joe_gebbia,1,Rhode Island School of Design,Bachelor of Arts/Science
joe_kiani,1,San Diego State University,Bachelor of Engineering
joe_kiani,2,San Diego State University,Master of Science in Engineering
joe_lacob,1,Stanford University,Master of Business Administration
joe_lacob,2,UCLA,Masters of Public Health
joe_lacob,3,"University of California, Irvine",Bachelor of Arts/Science
joe_lonsdale,1,Stanford University,Bachelor of Arts/Science
joe_mansueto,1,University of Chicago,Bachelor of Arts/Science
joe_shoen,1,College of the Holy Cross,Bachelor of Arts/Science
joe_shoen,2,Harvard Business School,Master of Business Administration
john_a_sobrato,1,Santa Clara University,Bachelor of Arts/Science
john_abele,1,Amherst College,Bachelor of Arts/Science
john_arnold,1,Vanderbilt University,Bachelor of Arts/Science
john_bicket,1,Cornell University,Bachelor of Science
john_bicket,2,Massachusetts Institute of Technology,Master of Science
john_brown,1,Auburn University,Bachelor of Science in Engineering
john_catsimatidis,1,New York University,Drop Out
john_doerr,1,Harvard University,Master of Business Administration
john_doerr,2,Rice University,Bachelor of Arts/Science
john_doerr,3,Rice University,Master of Science
john_fish,1,Bowdoin College,Bachelor of Arts
john_fisher,1,Princeton University,Bachelor of Arts/Science
john_fisher,2,Stanford Graduate School of Business,Master of Business Administration
john_goff,1,University of Texas,Chartered Accountant
john_krystynak,1,"University of California, Santa Barbara",Bachelor of Science
john_liew,1,University of Chicago,Bachelor of Arts/Science
john_liew,2,University of Chicago,Master of Business Administration
john_liew,3,University of Chicago,Ph.D
john_malone,1,Johns Hopkins University,Doctorate
john_malone,2,Johns Hopkins University,Master of Science
john_malone,3,Yale University,Bachelor of Arts/Science
john_mars,1,The Hotchkiss School,Diploma
john_mars,2,Yale University,Bachelor of Arts/Science
john_menard_jr,1,"University of Wisconsin, Eau Claire",Bachelor of Arts/Science
john_middleton,1,Amherst College,Bachelor of Arts/Science
john_middleton,2,Harvard University,Master of Business Administration
john_morris,1,Drury University,Bachelor of Arts/Science
john_overdeck,1,Stanford University,Bachelor of Arts/Science
john_overdeck,2,Stanford University,Master of Science
john_oyler,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
john_oyler,2,Stanford Graduate School of Business,Master of Business Administration
john_paul_dejoria,1,High School,Diploma
john_paulson,1,Harvard Business School,Master of Business Administration
john_paulson,2,New York University,Bachelor of Arts/Science
john_pritzker,1,Menlo College,Bachelor of Arts/Science
john_sall,1,Beloit College,Bachelor of Arts/Science
john_sall,2,Northern Illinois University,Master of Arts
john_stanton,1,Harvard University,Master of Business Administration
john_stanton,2,Whitman College,Bachelor of Arts/Science
john_tu,1,Technische Universität Darmstadt,Bachelor of Arts/Science
john_tyson,1,Southern Methodist University,Bachelor of Arts/Science
johnelle_hunt,1,University of Central Arkansas,Drop Out
jon_stryker,1,Kalamazoo College,Bachelor of Arts/Science
jon_stryker,2,"University of California, Berkeley",Master of Architecture
jon_yarbrough,1,Tennessee Technological University,Bachelor of Arts/Science
jonathan_gray,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
jonathan_nelson,1,Brown University,Bachelor of Arts/Science
jonathan_nelson,2,Harvard University,Master of Business Administration
jorge_mas,1,University of Miami,Master of Business Administration
jorge_perez,1,CW Post College,Bachelor of Arts/Science
jorge_perez,2,University of Michigan,Master of Science
jose_e_feliciano,1,Princeton University,Bachelor of Engineering
jose_e_feliciano,2,Stanford University,Master of Business Administration
joseph_bae,1,Harvard University,Bachelor of Arts/Economics
joseph_edelman,1,New York University,Master of Business Administration
joseph_edelman,2,"University of California, San Diego",Bachelor of Arts/Science
joseph_grendys,1,Loyola University Chicago,Bachelor of Arts/Science
joseph_liemandt,1,Stanford University,Drop Out
joseph_steinberg,1,Harvard University,Master of Business Administration
joseph_steinberg,2,New York University,Bachelor of Arts/Science
josh_kushner,1,Harvard,Bachelor of Arts/Science
josh_kushner,2,Harvard Business School,Master of Business Administration
joshua_harris,1,Harvard University,Master of Business Administration
joshua_harris,2,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
jude_reyes,1,Wofford College,Bachelor of Arts/Science
judy_faulkner,1,Dickinson College,Bachelor of Arts/Science
judy_faulkner,2,University of Wisconsin,Master of Science
julia_koch,1,University of Central Arkansas,Bachelor of Arts/Science
justin_ishbia,1,Michigan State University,Bachelor of Arts/Science
justin_ishbia,2,Vanderbilt University,Doctor of Jurisprudence
kamal_ghaffarian,1,Catholic University of America,Bachelor of Science in Engineering
kamal_ghaffarian,2,George Washington University,Master
karen_pritzker,1,Northwestern University,Bachelor of Arts/Science
katharine_rayner,1,Sarah Lawrence college,Bachelor of Arts/Science
kathy_britton,1,Baylor University,Bachelor of Business Administration
kathy_britton,2,The University of Houston,JD
kavitark_ram_shriram,1,University of Madras,Bachelor of Arts/Science
keith_dunleavy,1,Dartmouth College,Bachelor of Arts/Science
keith_dunleavy,2,Harvard University,Medical Doctor
kelcy_warren,1,University of Texas Arlington,Bachelor of Arts/Science
ken_fisher,1,Humboldt State University,Bachelor of Arts/Science
ken_griffin,1,Harvard University,Bachelor of Arts/Science
ken_xie,1,Stanford University,Master of Science
ken_xie,2,Tsinghua University,Bachelor of Science
ken_xie,3,Tsinghua University,Master of Science
kenneth_feld,1,Boston University,Bachelor of Arts/Science
kenneth_langone,1,Bucknell University,Bachelor of Arts/Science
kenneth_langone,2,Leonard N. Stern School of Business,Master of Business Administration
kenny_troutt,1,Southern Illinois University,Bachelor of Arts/Science
kevin_marchetti,1,Duke Univeristy,Bachelor of Arts/Science
kevin_plank,1,Robert H. Smith School of Business,Master of Business Administration
kevin_plank,2,University of Maryland,Bachelor of Arts/Science
kevin_systrom,1,Stanford University,Bachelor of Arts/Science
larry_connor,1,Ohio University,Bachelor of Arts/Science
larry_ellison,1,University of Chicago,Drop Out
larry_ellison,2,"University of Illinois, Urbana-Champaign",Drop Out
larry_page,1,Stanford University,Master of Science
larry_page,2,University of Michigan,Bachelor of Arts/Science
larry_robbins,1,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
lauren_leichtman,1,"California State University, Northridge",Bachelor of Arts/Science
lauren_leichtman,2,Columbia Law School,LLM
lauren_leichtman,3,Southwestern University School of Law,JD
laurence_fink,1,Anderson School of Management,Master of Business Administration
laurence_fink,2,"University of California, Los Angeles",Bachelor of Arts/Science
laurene_powell_jobs,1,Stanford Graduate School of Business,Master of Business Administration
laurene_powell_jobs,2,"University of Pennsylvania, The Wharton School",Bachelor of Arts/Science
lawrence_golub,1,Harvard Business School,Master of Business Administration
lawrence_golub,2,Harvard College,Bachelor of Arts/Science
lawrence_golub,3,Harvard Law School,Doctor of Jurisprudence
lee_bass,1,"University of Pennsylvania, The Wharton School",Master of Business Administration
lee_bass,2,Yale University,Bachelor of Arts/Science
leon_black,1,Dartmouth College,Bachelor of Arts/Science
leon_black,2,Harvard University,Master of Business Administration
leon_cooperman,1,Columbia Business School,Master of Business Administration
leon_cooperman,2,Hunter College,Bachelor of Arts/Science
leonard_abess,1,The Wharton School at the University of Pennsylvania,Bachelor of Arts/Science
leonard_schleifer,1,Cornell University,Bachelor of Arts/Science
leonard_schleifer,2,University of Virginia,Medical Doctor
leonard_schleifer,3,University of Virginia,Ph.D
leonard_stern,1,Leonard N. Stern School of Business,Master of Business Administration
leonard_stern,2,New York University,Bachelor of Arts/Science
leonid_radvinsky,1,Northwestern University,Bachelor of Arts/Economics
les_wexner,1,Ohio State University,Bachelor of Arts/Science
leslie_alexander,1,New York University,Bachelor of Arts/Science
leslie_alexander,2,Western State University College of Law,Doctor of Jurisprudence
liesel_pritzker_simmons,1,Columbia University,Bachelor of Arts/Science
lisa_su,1,Massachusetts Institute of Technology,Bachelor of Engineering
lisa_su,2,Massachusetts Institute of Technology,Master of Science in Engineering
lisa_su,3,Massachusetts Institute of Technology,Ph.D
lloyd_blankfein,1,Harvard University,Bachelor of Arts/Science
lloyd_blankfein,2,Harvard University,Doctor of Jurisprudence
lorenzo_fertitta,1,Leonard N. Stern School of Business,Master of Business Administration
lorenzo_fertitta,2,U of San Diego,Bachelor of Arts/Science
louis_bacon,1,Columbia Business School,Master of Business Administration
louis_bacon,2,Middlebury College,Bachelor of Arts/Science
lukas_walton,1,Colorado College,Bachelor of Arts/Science
lynn_schusterman,1,University of Miami,Drop Out
mackenzie_scott,1,Princeton University,Bachelor of Arts/Science
maggie_hardy,1,West Virginia University,Drop Out
marc_andreessen,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
marc_benioff,1,University of Southern California,Bachelor of Arts/Science
marc_lasry,1,Clark University,Bachelor of Arts/Science
marc_lasry,2,New York Law School,Doctor of Jurisprudence
marc_lipschultz,1,Stanford University,Bachelor of Arts/Science
marc_rowan,1,University of Pennsylvania,Bachelor of Arts/Science
marc_rowan,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
margaretta_taylor,1,Finch College,Bachelor of Arts/Science
margot_birmingham_perot,1,Goucher College,Bachelor of Arts/Science
marian_ilitch,1,High School,Diploma
marian_ilitch,2,High School,High School Graduate
marianne_liebmann,1,Montana State University,Bachelor of Arts/Science
marijke_mars,1,Duke University,Bachelor of Arts/Science
mario_gabelli,1,Columbia Business School,Master of Business Administration
mario_gabelli,2,Fordham University,Bachelor of Arts/Science
marissa_mayer,1,Stanford University,Bachelor of Arts/Science
marissa_mayer,2,Stanford University,Master of Science
mark_attanasio,1,Brown University,Bachelor of Arts/Science
mark_attanasio,2,Columbia University,JD
mark_cuban,1,Indiana University,Bachelor of Arts/Science
mark_davis,1,California State Chico,Diploma
mark_hancock,1,Brigham Young University,Bachelor of Science in Engineering
mark_hancock,2,Brigham Young University,Master of Business Administration
mark_pincus,1,Harvard University,Master of Business Administration
mark_pincus,2,University of Pennsylvania,Bachelor of Arts/Science
mark_shoen,1,College of the Holy Cross,Bachelor of Arts/Science
mark_stevens,1,Harvard University,Master of Business Administration
mark_stevens,2,University of Southern California,Bachelor of Arts/Science
mark_stevens,3,University of Southern California,Master of Science
mark_walter,1,Creighton University,Bachelor of Arts/Science
mark_walter,2,Northwestern University,Doctor of Jurisprudence
mark_zuckerberg,1,Harvard University,Drop Out
martha_ingram,1,Vassar College,Bachelor of Arts/Science
mat_ishbia,1,Michigan State University,Bachelor of Business Administration
matthew_prince,1,Harvard Business School,Master of Business Administration
matthew_prince,2,Trinity College Connecticut,Bachelor of Arts/Science
matthew_prince,3,University of Chicago,Doctor of Jurisprudence
matthew_roszak,1,Lake Forest College,Bachelor of Arts/Economics
max_levchin,1,University of Illinois Urbana Champaign,Bachelor of Science
meg_whitman,1,Harvard Business School,Master of Business Administration
meg_whitman,2,Princeton University,Bachelor of Arts/Science
melinda_french_gates,1,Duke University,Bachelor of Arts/Science
melinda_french_gates,2,Fuqua School of Business,Master of Business Administration
michael_arougheti,1,Yale University,Bachelor of Arts
michael_bloomberg,1,Harvard Business School,Master of Business Administration
michael_bloomberg,2,Johns Hopkins University,Bachelor of Arts/Science
michael_dell,1,The University of Texas at Austin,Drop Out
michael_dunlap,1,University of Nebraska Lincoln,Bachelor of Arts/Science
michael_dunlap,2,University of Nebraska Lincoln,Doctor of Jurisprudence
michael_jordan,1,"University of North Carolina, Chapel Hill",Bachelor of Arts/Science
michael_krasny,1,"University of Illinois, Urbana-Champaign",Bachelor of Arts/Science
michael_milken,1,"University of California, Berkeley",Bachelor of Arts/Science
michael_milken,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
michael_moritz,1,"Christ Church, Oxford University",Bachelor of Arts/Science
michael_moritz,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
michael_novogratz,1,Princeton University,Bachelor of Arts/Science
michael_patterson,1,Harvard University,Bachelor of Arts/Science
michael_patterson,2,Stanford University Graduate School of Business,Master of Business Administration
michael_polsky,1,University of Chicago Booth School of Business,Master of Business Administration
michael_rees,1,Massachusetts Institute of Technology,Master of Arts/Science
michael_rees,2,University of Pittsburgh,Bachelor of Arts/Science
michael_rubin,1,Villanova University,Drop Out
michael_s_smith,1,University of Colorado,Drop Out
michael_saylor,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
michael_steinhardt,1,University of Pennsylvania,
michael_teel,1,Whittier College,Bachelor of Arts/Science
michael_xie,1,Tsinghua University,Bachelor of Arts/Science
michael_xie,2,Tsinghua University,Master of Science
michael_xie,3,University of Manitoba,Master of Science
micky_arison,1,University of Miami,Drop Out
mike_brown,1,Dartmouth College,
mike_brown,2,Harvard Law School,
mike_repole,1,St. John's University,Bachelor of Science
mike_speiser,1,Harvard Business School,Master of Business Administration
mike_speiser,2,University of Arizona,Bachelor of Arts/Science
milane_frantz,1,University of Houston,Master of Arts
min_kao,1,National Taiwan University,Bachelor of Arts/Science
min_kao,2,University of Tennessee Knoxville,Doctorate
min_kao,3,University of Tennessee Knoxville,Master of Science
miriam_adelson,1,Hebrew University Jerusalem,Bachelor of Science
mitchell_jacobson,1,Brandeis University,Bachelor of Arts/Science
mitchell_jacobson,2,New York University,Law Degree
mitchell_morgan,1,Temple University,Bachelor of Science
mitchell_morgan,2,Temple University,JD
mitchell_rales,1,Miami University of Ohio,Bachelor of Arts/Science
mortimer_zuckerman,1,Harvard University,LLM
mortimer_zuckerman,2,McGill University,Bachelor of Arts/Science
mortimer_zuckerman,3,"University of Pennsylvania, The Wharton School",Master of Business Administration
nancy_lerner,1,Cleveland State University,Doctor of Jurisprudence
nancy_lerner,2,University of Cincinnati,Bachelor of Arts/Science
nancy_walton_laurie,1,University of Memphis,Bachelor of Arts/Science
nathan_blecharczyk,1,Harvard University,Bachelor of Arts/Science
neal_blue,1,Yale University,Bachelor of Arts/Science
neerja_sethi,1,Delhi University,Bachelor of Arts/Science
neerja_sethi,2,Delhi University,Master of Business Administration
neerja_sethi,3,Oakland University,Master of Science
