person,self_made_type,birth_date,city,state,marital_status,number_of_children,birth_country,self_made_score,birth_city,birth_state,philanthropy_score
a_jayson_adair,self-made,1969-10-16,Dallas,Texas,Married,2.0,United States,,,,
abel_avellan,self-made,1971-02-01,Coral Gables,Florida,,,Venezuela,,,,
abigail_bennett,inherited,1980-12-27,Rochester,New York,Married,2.0,,,,,
abigail_johnson,inherited and growing,1961-12-19,,,Married,2.0,United States,4.0,Boston,Massachusetts,1.0
adam_foroughi,self-made,1980-05-07,Truckee,California,Married,,Iran,8.0,,,1.0
adam_forste,self-made,1978-01-01,Wilson,Wyoming,Married,,,,,,
adam_neumann,self-made,1979-04-01,Miami,Florida,Married,6.0,,,,,
adam_norwitt,self-made,1969-06-17,Ridgefield,Connecticut,,,,,,,
adarsh_hiremath,self-made,2003-03-27,San Francisco,California,Single,,United States,,Sunnyvale,California,
adebayo_ogunlesi,self-made,1953-12-20,New York,New York,Married,2.0,Nigeria,,,,
aerin_lauder,inherited,1970-04-23,New York,New York,Married,2.0,United States,4.0,,,1.0
alain_wertheimer,inherited,1948-08-28,New York,New York,Married,3.0,France,,,,
alan_gerry,self-made,1928-12-25,Liberty,New York,Married,3.0,,,,,
alan_miller_1,self-made,1937-08-17,Lower Merion,Pennsylvania,Married,3.0,United States,,Brooklyn,New York,
alan_trefler,self-made,1956-03-10,Brookline,Massachusetts,Married,,,8.0,,,1.0
alan_zekelman,inherited and growing,1962-10-01,Bloomfield Hills,Michigan,,,,,,,
albert_chao,self-made,1949-07-15,Houston,Texas,,,,7.0,,,1.0
albert_nahmad,self-made,1940-10-15,Coral Gables,Florida,Married,2.0,Panama,8.0,,,
alec_gores,self-made,1953-03-18,Beverly Hills,California,Married,6.0,Israel,9.0,,,1.0
alejandro_santo_domingo,inherited and growing,1977-02-13,New York,New York,Married,,United States,3.0,New York,New York,1.0
alex_behring,self-made,1967-02-20,Greenwich,Connecticut,Married,,Brazil,,,,
alex_shevchenko,self-made,1980-01-01,San Francisco,California,,,Ukraine,,,,
alexander_karp,self-made,1967-10-01,Lyman,New Hampshire,Single,,,8.0,,,1.0
alexandr_wang,self-made,1997-01-19,San Francisco,California,Single,,United States,,Los Alamos,New Mexico,
alexandra_daitch,inherited,1963-01-01,Old Lyme,Connecticut,Married,1.0,,1.0,,,
alexis_le_quoc,self-made,1974-11-14,New York,New York,Married,1.0,France,8.0,,,
alfred_west_jr,self-made,1942-12-07,Paoli,Pennsylvania,Married,3.0,,,,,
ali_ghodsi,self-made,1978-12-08,San Francisco,California,Married,,,,,,
alice_walton,inherited,1949-10-07,Fort Worth,Texas,Divorced,,United States,1.0,Newport,Arkansas,2.0
aman_sanger,self-made,2000-06-22,San Francisco,California,,,,,,,
amos_hostetter_jr,self-made,1937-01-12,Boston,Massachusetts,Married,3.0,United States,7.0,Boston,Massachusetts,5.0
amy_adams_strunk,inherited and growing,1955-09-29,Nashville,Tennessee,"Widowed, Remarried",3.0,United States,,Houston,,
amy_wyss,inherited,1971-01-01,Wilson,Wyoming,,,,2.0,,,2.0
andreas_halvorsen,self-made,1961-04-23,Darien,Connecticut,Married,3.0,Norway,,,,
andreas_von_bechtolsheim,self-made,1955-09-30,Palo Alto,California,Single,,Germany,,,,
andres_santo_domingo,inherited,1978-06-01,New York,New York,Married,2.0,United States,3.0,New York,New York,1.0
andrew_beal,self-made,1952-11-29,Dallas,Texas,Divorced,6.0,,8.0,,,1.0
andrew_bialecki,self-made,1985-10-01,Boston,Massachusetts,,,,,,,
andrew_cherng_1,self-made,1947-05-02,Las Vegas,Nevada,Married,3.0,China,9.0,,,1.0
andrew_karam,self-made,1982-02-12,Menlo Park,California,,,,7.0,,,1.0
andrew_macmillan,inherited,1987-10-01,Wellington,Florida,,,,,,,
andrew_tisch,inherited and growing,1949-08-15,New York,New York,Married,4.0,United States,,,,
andy_fang,self-made,1992-06-21,Monte Vista,California,,,,,,,
andy_konwinski,self-made,1983-10-01,Berkeley,California,Married,2.0,,,,,
andy_mills,inherited and growing,1961-04-01,Highland Park,Illinois,,,,,,,
aneel_bhusri,self-made,1966-02-04,San Francisco,California,Married,2.0,United States,8.0,,,1.0
anita_zucker,inherited and growing,1952-01-19,Charleston,South Carolina,Widowed,3.0,,3.0,,,2.0
ankur_jain,self-made,1990-02-10,New York,New York,Married,,,,,,
ann_walton_kroenke,inherited,1948-12-18,Electra,Texas,Married,2.0,,1.0,,,1.0
anne_dinning,self-made,1963-01-02,New York,New York,Single,,United States,6.0,,,
anne_pedrero,inherited,1969-03-01,San Francisco,California,Married,,,,,,
annette_lerner,inherited,1930-02-27,Chevy Chase,Maryland,Widowed,3.0,,1.0,,,1.0
anthony_casalena,self-made,1982-04-24,Monkton,Maryland,Single,,United States,,Baltimore,,
anthony_pritzker,inherited,1961-01-07,Los Angeles,California,Divorced,6.0,,3.0,,,3.0
anthony_wood,self-made,1965-12-04,Palo Alto,California,Married,3.0,United Kingdom,8.0,,,1.0
antonio_gracias,self-made,1970-11-06,Chicago,Illinois,Divorced,3.0,United States,,,,
antony_ressler,self-made,1960-10-12,Los Angeles,California,Married,3.0,,8.0,,,1.0
april_goh,inherited,1991-01-01,New York,New York,,,,,,,
aravind_srinivas,self-made,1994-06-01,San Francisco,California,Single,,,,,,
archie_aldis_emmerson,self-made,1929-04-10,Redding,California,Married,3.0,,9.0,,,2.0
arnold_schwarzenegger,self-made,1947-07-30,Los Angeles,California,Divorced,5.0,,,,,
art_levinson,self-made,1950-03-31,Hillsborough,California,,,,,,,
arthur_blank,self-made,1942-09-27,Atlanta,Georgia,Divorced,6.0,United States,9.0,,New York,3.0
arthur_dantchik,self-made,1957-11-25,Gladwyne,Pennsylvania,Single,,United States,8.0,Brooklyn,New York,2.0
arthur_levine,self-made,1951-09-28,Miami,Florida,Married,3.0,,,,,
arturo_moreno,self-made,1946-08-14,Phoenix,Arizona,Married,3.0,,8.0,,,1.0
arvid_lunnemark,self-made,1999-11-03,San Francisco,California,In Relationship,,Sweden,,Malmö,,
assaf_rappaport,self-made,1983-08-28,New York,New York,In Relationship,,Israel,,Tel Aviv,,
august_troendle,self-made,1956-01-01,Cincinnati,Ohio,,,United States,,,,
austen_cargill_ii,inherited,1951-03-09,Livingston,Montana,Divorced,2.0,,1.0,,,1.0
avram_glazer,inherited and growing,1960-10-15,Palm Beach,Florida,,,,,,,
axel_stawski,self-made,1950-11-14,Sagaponack,New York,Married,,Germany,,,,
b_wayne_hughes_jr,inherited,1959-05-27,Jackson,Wyoming,Married,,,,,,
baiju_bhatt,self-made,1985-01-01,Palo Alto,California,Married,1.0,United States,8.0,,,1.0
barbara_banke_1,self-made,1953-08-01,Geyserville,California,Widowed,3.0,,8.0,,,
barbara_tyson,inherited,1949-03-06,Fayetteville,Arkansas,Widowed,,,3.0,,,1.0
barry_bentley,self-made,1956-04-15,Elverson,Pennsylvania,,,,,,,
barry_diller,self-made,1942-02-02,New York,New York,Married,,United States,9.0,San Francisco,California,4.0
barry_sternlicht,self-made,1960-11-27,Miami,Florida,Divorced,3.0,,8.0,,,2.0
behdad_eghbali,self-made,1976-05-06,Los Angeles,California,Married,,Iran,8.0,,,
ben_ashkenazy,self-made,1969-09-23,New York,New York,Married,3.0,Israel,8.0,,,2.0
ben_chestnut,self-made,1974-06-15,Atlanta,Georgia,Married,2.0,,8.0,,,1.0
ben_lamm,self-made,1981-12-04,Dallas,Texas,Married,1.0,,,,,
ben_navarro,self-made,1962-11-02,Charleston,South Carolina,,,,,,,
ben_silbermann,self-made,1982-07-14,San Francisco,California,Married,2.0,,8.0,,,
bennett_dorrance,inherited,1946-02-09,Paradise Valley,Arizona,Married,2.0,,2.0,,,2.0
bennett_rosenthal,self-made,1963-09-24,Los Angeles,California,Married,,,,,,
benoit_dageville,self-made,1966-06-29,San Carlos,California,Married,2.0,France,,Antibes,,
bernard_saul_ii,inherited and growing,1932-04-15,Chevy Chase,Maryland,Married,5.0,,5.0,,,1.0
bert_beveridge,self-made,1962-01-01,Austin,Texas,Married,3.0,,8.0,,,1.0
beyonce_knowles_carter,self-made,1981-09-04,,,Married,3.0,United States,8.0,"Houston, TX",Texas,
bharat_desai,self-made,1952-11-20,Fisher Island,Florida,Married,2.0,Kenya,8.0,,,
bill_alfond,inherited,1948-05-16,Boston,Massachusetts,Married,3.0,,1.0,,,2.0
bill_austin,self-made,1942-02-25,Brownsville,Texas,Married,3.0,,9.0,,,1.0
bill_cummings,self-made,1937-03-11,Winchester,Massachusetts,Married,4.0,,,,,
bill_gates,self-made,1955-10-28,Medina,Washington,Divorced,3.0,United States,8.0,Seattle,Washington,5.0
bill_gross,self-made,1944-04-13,Laguna Beach,California,Divorced,3.0,,8.0,,,
bill_haslam,inherited,1958-08-23,Knoxville,Tennessee,Married,3.0,United States,3.0,Knoxville,Tennessee,1.0
bob_muglia,self-made,1959-10-02,Mercer Island,Washington,Married,1.0,United States,,Manchester,Connecticut,
bob_parsons,self-made,1950-11-27,Scottsdale,Arizona,Married,,,10.0,Baltimore,,3.0
bobby_murphy,self-made,1988-07-19,Venice,California,Single,,,8.0,,,1.0
brad_jacobs,self-made,1956-07-01,Greenwich,Connecticut,Married,4.0,,8.0,,,
brad_kelley,self-made,1956-12-23,Franklin,Tennessee,Married,3.0,,9.0,,,
brad_keywell,self-made,1969-10-27,Nashville,Tennessee,Divorced,2.0,,8.0,,,
brannin_mcbee,self-made,1985-03-26,Bozeman,Montana,,,,,,,
brendan_foody,self-made,2003-04-02,San Francisco,California,Single,,United States,,Menlo Park,California,
bret_taylor,self-made,1980-07-10,San Francisco,California,,,,,,,
brett_adcock,self-made,1986-04-06,Palo Alto,California,Married,2.0,United States,,,,
brett_hildebrand,self-made,1962-01-01,Charleston,South Carolina,,,,,,,
brian_acton,self-made,1972-02-17,Palo Alto,California,Married,1.0,United States,8.0,,,4.0
brian_armstrong,self-made,1983-01-25,San Francisco,California,,,,8.0,,,
brian_chesky,self-made,1981-08-29,San Francisco,California,Single,,United States,8.0,,,2.0
brian_higgins,self-made,1965-02-08,New York,New York,,,,,,,
brian_roberts,inherited and growing,1959-06-28,Philadelphia,Pennsylvania,Married,3.0,United States,,Philadelphia,Pennsylvania,
brian_venturo,self-made,1984-10-21,Cedar Grove,New Jersey,,,,8.0,,,1.0
bruce_beal_jr,self-made,1970-02-01,New York,New York,Married,,United States,,,,
bruce_karsh,self-made,1955-10-10,Los Angeles,California,Married,3.0,,8.0,,,3.0
bruce_kovner,self-made,1945-02-25,New York,New York,Married,3.0,,9.0,,,2.0
bruce_springsteen,self-made,1949-09-23,Colts Neck,New Jersey,Married,3.0,United States,,Long Branch,New Jersey,
bruce_toll,self-made,1943-04-29,Palm Beach,Florida,,,,,,,
bryan_glazer,inherited and growing,1964-10-15,Chicago,Illinois,,,,,,,
bubba_cathy,inherited and growing,1954-04-22,Atlanta,Georgia,Married,6.0,United States,4.0,,,1.0
byron_trott,self-made,1958-12-02,Winnetka,Illinois,Married,,United States,9.0,,,2.0
c_dean_metropoulos,self-made,1946-05-05,Palm Beach,Florida,Married,2.0,Greece,8.0,,,1.0
cameron_winklevoss,self-made,1981-08-21,New York,New York,,,,7.0,,,1.0
cargill_macmillan_iii,inherited,1959-12-21,Boulder,Colorado,,2.0,,,,,
carl_cook,inherited and growing,1962-08-19,Bloomington,Indiana,Married,,,3.0,,,1.0
carl_icahn,self-made,1936-02-16,Indian Creek,Florida,Married,2.0,,9.0,,,3.0
carl_thoma,self-made,1948-10-12,Dallas,Texas,Married,2.0,United States,8.0,Roswell,New Mexico,2.0
carlie_irsay_gordon,inherited and growing,1981-02-16,Indianapolis,Indiana,Married,3.0,,,,,
carson_brice,inherited and growing,1967-10-01,Raleigh,North Carolina,Married,3.0,,,,,
caryn_seidman_becker,self-made,1972-09-18,New York,New York,Married,,,8.0,,,
casey_foyt,inherited and growing,1983-02-10,Carmel,Indiana,Married,5.0,,,,,
catherine_commisso_family,inherited,1958-02-26,Saddle River,New Jersey,Widowed,2.0,,,,,
catherine_malone,inherited,1984-12-01,Wellington,Florida,,,,,,,
chad_richison,self-made,1970-10-10,Edmond,Oklahoma,Married,4.0,,9.0,,,2.0
charles_b_johnson,inherited and growing,1933-01-06,Palm Beach,Florida,Married,6.0,,5.0,,,3.0
charles_bronfman,inherited and growing,1931-06-27,Palm Beach,Florida,"Widowed, Remarried",2.0,,,,,
charles_butt,inherited and growing,1938-02-03,San Antonio,Texas,Single,,,5.0,,,4.0
charles_ergen,self-made,1953-03-01,Denver,Colorado,Married,5.0,,8.0,,,1.0
charles_koch,inherited and growing,1935-11-01,Wichita,Kansas,Married,2.0,United States,5.0,Wichita,Kansas,2.0
charles_liang,self-made,1958-01-01,San Jose,California,Married,,Taiwan,,,,
charles_schwab,self-made,1937-07-29,Woodside,California,Married,5.0,,8.0,,,3.0
charles_simonyi,self-made,1948-09-10,Medina,Washington,Married,2.0,Hungary,6.0,,,2.0
charles_zegar,self-made,1948-02-29,New York,New York,Married,,,9.0,,,2.0
charlie_mills,inherited and growing,1961-09-01,Winnetka,Illinois,,,,,,,
charlotte_colket_weber,inherited,1942-11-19,Hobe Sound,Florida,Divorced,4.0,,,,,
chase_coleman_iii,self-made,1975-06-21,New York,New York,Married,,,7.0,,,2.0
chen_tei_fu,self-made,1948-04-19,Los Angeles,California,Married,5.0,Taiwan,,Jiayi,,
chris_larsen,self-made,1960-06-15,San Francisco,California,Married,2.0,United States,8.0,San Francisco,California,2.0
chris_wanstrath,self-made,1985-03-18,San Francisco,California,Single,,,,,,
christian_chabot,self-made,1972-01-23,Seattle,Washington,,,,,,,
christina_rohde,inherited,1975-06-06,Marco Island,Florida,,,,,,,
christopher_goldsbury,inherited and growing,1943-01-01,San Antonio,Texas,Married,1.0,,,,,
christopher_macmillan,inherited,1985-07-01,Jupiter,Florida,,,,,,,
christopher_olah,self-made,1992-06-01,San Francisco,California,,,,,,,
christopher_stolte,self-made,1972-12-06,Seattle,Washington,Married,2.0,,,,,
christy_walton,inherited,1949-02-08,Jackson,Wyoming,Widowed,1.0,,1.0,,,1.0
claire_bristow,inherited and growing,1966-10-15,Raleigh,North Carolina,Married,,,,,,
clark_hunt,inherited and growing,1965-02-15,Dallas,Texas,,,,,,,
claudio_del_vecchio,inherited,1957-02-26,Muttontown,New York,Married,3.0,Italy,,Borgo Valsugana,,
clay_bavor,self-made,1982-09-01,San Francisco,California,,,,,,,
clifford_asness,self-made,1966-10-17,Greenwich,Connecticut,Married,4.0,,8.0,,,2.0
craig_abod,self-made,1963-07-01,Great Falls,Virginia,Married,,,,,,
craig_mccaw,inherited and growing,1949-08-11,Hunts Point,Washington,Married,3.0,,5.0,,,
dagmar_dolby,inherited,1941-06-28,San Francisco,California,Widowed,2.0,Germany,1.0,,,4.0
dan_cathy,inherited and growing,1953-03-01,Atlanta,Georgia,Married,2.0,United States,4.0,,,1.0
dan_friedkin,inherited and growing,1965-02-27,Houston,Texas,Married,4.0,,4.0,,,3.0
dan_kurzius,self-made,1971-12-01,Atlanta,Georgia,Married,2.0,,9.0,,,1.0
dan_snyder,self-made,1964-11-23,Potomac,Maryland,Married,3.0,,8.0,,,2.0
dan_wilks,self-made,1956-05-30,Cisco,Texas,Married,6.0,United States,,Gorman,Texas,
daniel_calugar,self-made,1954-01-01,Las Vegas,Nevada,,,United States,,Warren,Ohio,
daniel_daniello,self-made,1946-09-14,Vienna,Virginia,Married,2.0,,10.0,,,2.0
daniel_dines,self-made,1972-01-01,New York,New York,Married,1.0,Romania,,Ia&#537;i,,
daniel_gilbert,self-made,1962-01-17,Franklin,Michigan,Divorced,5.0,,8.0,,,2.0
daniel_hirschfeld,inherited and growing,1941-05-31,Kearney,Nebraska,Married,3.0,,,,,
daniel_hunt,inherited and growing,1976-11-15,Dallas,Texas,,,,,,,
daniel_loeb,self-made,1961-12-18,New York,New York,Married,,,7.0,,,2.0
daniel_lubetzky,self-made,1968-09-28,New York,New York,Married,4.0,Mexico,,Mexico City,,
daniel_macmillan,inherited,1983-02-01,Fort Lauderdale,Florida,,,,,,,
daniel_nadler,self-made,1983-06-03,Surfside,Florida,In Relationship,,Canada,8.0,Toronto,,
daniel_och,self-made,1961-01-27,Miami Beach,Florida,Married,3.0,United States,7.0,,New Jersey,3.0
daniel_pritzker,inherited,1959-09-15,Marin County,California,Married,5.0,,1.0,,,2.0
daniel_sundheim,self-made,1977-03-29,New York,New York,Married,,,8.0,,,1.0
daniel_ziff,inherited,1971-11-02,New York,New York,Married,4.0,,4.0,,,1.0
daniela_amodei,self-made,1987-08-01,,,Married,2.0,,8.0,,,
dannine_avara,inherited,1964-03-09,Houston,Texas,Married,,,1.0,,,1.0
danny_harris,self-made,1972-05-15,Los Angeles,California,Married,4.0,,,,,
darcie_glazer_kassewitz,inherited and growing,1968-06-15,Palm Beach,Florida,,,,,,,
dario_amodei,self-made,1983-01-01,San Francisco,California,,,,,,,
david_adelman,self-made,1972-03-11,Haverford,Pennsylvania,Married,2.0,,,,,
david_baszucki,self-made,1963-01-20,San Francisco,California,Married,4.0,Canada,8.0,,,2.0
david_blitzer,self-made,1969-09-07,New York,New York,Married,5.0,United States,,Scotch Plains,New Jersey,
david_booth,self-made,1946-01-01,Austin,Texas,Married,,United States,,,Kansas,
david_cheriton,self-made,1951-03-29,Palo Alto,California,Divorced,4.0,Canada,,,,
david_dean_halbert,self-made,1955-12-19,Colleyville,Texas,Married,3.0,United States,7.0,Abilene,Texas,2.0
david_duffield,self-made,1940-09-21,Incline Village,Nevada,Married,10.0,United States,8.0,Ho-Ho-Kus,New Jersey,3.0
david_filo,self-made,1966-04-15,Palo Alto,California,Married,1.0,United States,8.0,,Michigan,3.0
david_geffen,self-made,1943-02-21,Beverly Hills,California,Separated,,United States,9.0,Brooklyn,New York,3.0
david_golub,self-made,1962-04-16,New York ,New York,,,United States,7.0,,,
david_grain,self-made,1962-05-31,Washington,District of Columbia,,,,,,,
david_hindawi,self-made,1944-12-08,Seattle,Washington,Married,2.0,Iraq,,,,
david_hoffmann,self-made,1952-08-07,Naples,Florida,Married,,United States,10.0,Washington,Missouri,
david_humphreys,inherited and growing,1956-11-01,Joplin,Missouri,,,,,,,
david_kabiller,self-made,1963-07-02,Greenwich,Connecticut,Single,,,8.0,,,
david_kaplan,self-made,1967-08-29,Los Angeles,California,Married,,,,,,
david_lichtenstein,self-made,1961-11-21,Monsey,New York,Married,,United States,9.0,Brooklyn,New York,
david_macmillan,inherited,1954-11-01,Ketchum,Idaho,,,,,,,
david_macneil,self-made,1959-03-29,Fort Lauderdale,Florida,Married,3.0,Canada,,,,
david_paul,self-made,1966-12-25,Audubon,Pennsylvania,Married,,India,8.0,,,
david_rubenstein,self-made,1949-08-11,Bethesda,Maryland,Divorced,3.0,,9.0,,,4.0
david_shaw,self-made,1951-03-29,New York,New York,Married,3.0,,8.0,,,2.0
david_siegel_1,self-made,1961-07-15,Scarsdale,New York,Married,,,8.0,,,2.0
david_steward,self-made,1951-07-02,St. Louis,Missouri,Married,,,10.0,,,2.0
david_sun,self-made,1951-10-12,Irvine,California,Married,2.0,Taiwan,10.0,Tai-Chung,,1.0
david_tepper,self-made,1957-09-11,Palm Beach,Florida,Married,3.0,,8.0,,,2.0
david_walentas,self-made,1938-08-07,New York,New York,Widowed,1.0,United States,10.0,Rochester,New York,1.0
david_zalik,self-made,1974-02-02,Atlanta,Georgia,Married,3.0,Israel,8.0,,,3.0
dean_solon,self-made,1965-01-01,Gallatin,Tennessee,Married,,United States,10.0,,,
denise_prenosil,inherited,1960-01-01,Gibsonia,Pennsylvania,Divorced,,,,,,
denise_york,inherited,1950-10-21,Youngstown,Ohio,Married,4.0,,3.0,,,1.0
dennis_gillings,self-made,1944-04-25,Durham,North Carolina,,,,,,,
dennis_washington,self-made,1934-07-27,Missoula,Montana,Married,2.0,,10.0,,,3.0
derek_stevens,inherited and growing,1967-09-01,Las Vegas,Nevada,Married,,United States,,Grosse Point,Michigan,
diane_hendricks,self-made,1947-03-02,Afton,Wisconsin,Widowed,7.0,,9.0,,,1.0
dick_portillo,self-made,1939-10-28,Naples,Florida,Married,3.0,United States,10.0,Chicago,Illinois,
dick_wolf_1,self-made,1946-12-20,Montecito,California,Divorced,5.0,United States,,New York City,New York,
dirk_ziff,inherited,1964-04-01,North Palm Beach,Florida,Married,2.0,,4.0,,,1.0
don_ahern,inherited and growing,1953-10-01,Las Vegas,Nevada,Married,,,,,,
don_hankey,self-made,1943-06-13,Las Vegas,Nevada,Married,4.0,United States,7.0,,California,1.0
don_levin,self-made,1951-10-02,Glenview,Illinois,Married,1.0,United States,,Chicago,,
don_vultaggio,self-made,1952-02-26,Port Washington,New York,Married,2.0,,10.0,,,1.0
donald_bren,self-made,1932-05-11,Newport Beach,California,Married,7.0,,8.0,,,3.0
donald_friese,self-made,1940-10-03,Los Angeles,California,Married,,,10.0,,,
donald_macmillan,inherited,1970-03-01,Wayzata,Minnesota,,,,,,,
donald_newhouse,inherited and growing,1929-08-05,New York,New York,Widowed,3.0,United States,5.0,New York,New York,2.0
donald_sterling,self-made,1934-04-26,Beverly Hills,California,Married,3.0,,8.0,,,1.0
donald_trump,inherited and growing,1946-06-14,Palm Beach,Florida,Married,5.0,United States,4.0,New York,New York,1.0
doris_fisher,self-made,1931-08-23,San Francisco,California,Widowed,3.0,,7.0,,,2.0
dorothy_chao_jenkins,inherited,1945-09-15,Lakeland,Florida,,,,2.0,,,1.0
doug_meijer,inherited and growing,1954-01-22,Grand Rapids,Michigan,Divorced,1.0,,3.0,,,1.0
doug_ostrover,self-made,1962-06-08,Greenwich,Connecticut,Married,4.0,,,,,
douglas_leone,self-made,1957-07-04,Atherton,California,Married,4.0,Italy,9.0,Genoa,,2.0
douglas_rippel,self-made,1966-07-01,Maize,Kansas,,,,,,,
dr_dre,self-made,1965-02-18,Los Angeles,California,Married,5.0,United States,10.0,,California,
drayton_mclane_jr,inherited and growing,1936-07-22,Temple,Texas,Married,2.0,United States,5.0,Cameron,Texas,2.0
drew_houston,self-made,1983-03-04,San Francisco,California,Single,,United States,8.0,Acton,Massachusetts,
duke_reyes,inherited and growing,1957-03-23,Palm Beach,Florida,Married,,,,,,
duncan_macmillan,self-made,1937-12-17,Princeton,New Jersey,Married,2.0,,,,,
dustin_moskovitz,self-made,1984-05-22,San Francisco,California,Married,,United States,8.0,Gainesville,Florida,5.0
dwight_schar,self-made,1942-02-08,Palm Beach,Florida,Married,3.0,,,,,
dylan_field,self-made,1992-03-23,San Francisco,California,Married,1.0,United States,,Petaluma,California,
